name,category_code,status,funding_total_usd
Yieldex,advertising,operating,18500000
Privaris,other,operating,21836378
Xeround,analytics,operating,39800000
Ketera,,acquired,14000000
Arena Solutions,software,operating,35154999
TRX Systems,software,operating,2000000
kidthing,ecommerce,closed,3000000
AccessSportsMedia.com,advertising,operating,20000000
GetBack,web,closed,1700000
Zecco,web,operating,35000000
ContentRealtime,other,operating,50000
Shhmooze,mobile,operating,33102
eMotion Technologies,games_video,operating,10000
Peerflix,advertising,acquired,10000000
Family-Mingle,web,operating,100000
Keek,social,operating,30500000
ezCater,web,operating,2790000
Vtrim,web,operating,900000
Personal On Demand,web,operating,250000
Verismo Networks,games_video,operating,17000000
Quiet Logistics,software,operating,5000000
TheStreet,finance,ipo,3100000
SLI Systems,web,operating,1000000
Q-magic,public_relations,closed,650000
Omniture,advertising,acquired,25000000
StudyBlue,education,operating,18453939
Lookout,security,operating,131000000
Wrapp,web,operating,25500000
Drugstore.com,web,acquired,63000000
Haute Secure,security,acquired,2100000
Live Mobile,enterprise,operating,670086
GlobalCrypto,software,closed,1000000
Lovely,real_estate,operating,2000000
Love Home Swap,web,operating,4136360
On Networks,games_video,closed,16000000
VIAP,software,closed,850000
uShip,transportation,operating,44709996
CopaCast,other,operating,2750000
LiveMinutes,web,operating,1400000
Vobile,web,operating,10000000
DraftDay,games_video,operating,875000
Vivox,advertising,operating,22600000
Flipswap,mobile,operating,14000000
Wellocities,web,operating,1055547
NineSigma,enterprise,operating,6500000
InnoCentive,enterprise,operating,30300000
Egenera,enterprise,operating,28000000
Cassatt,software,acquired,15000000
TVplus,software,operating,2475000
Cartagenia,software,operating,2919180
ClearChoice Holdings,health,operating,53716111
DeepDyve,web,operating,5375000
Verimatrix,software,operating,46799996
Move Networks,software,acquired,91300000
Pageflakes,web,acquired,4100000
Blackwave,network_hosting,acquired,28000000
JolieBox,ecommerce,acquired,1428500
Lookmash,fashion,operating,160000
Planet Metrics,cleantech,closed,2300000
Populis,web,operating,18141250
Illumix Software,software,closed,3000000
Lulu,mobile,operating,6349997
AdTotum,advertising,operating,49167
Nitrogram,analytics,operating,1070220
SpiceCSM,enterprise,operating,1000000
Adfaces,advertising,operating,20118
Tenrox by Upland,software,operating,3900000
Billeo,ecommerce,operating,15260000
ChartsNow,mobile,operating,931420
Autotask,software,operating,6000000
Sapient,enterprise,acquired,2400000
HowStuffWorks,web,acquired,75000000
Education.com,education,operating,30260000
BitLeap,software,acquired,130000
Shopa,web,operating,1400000
One True Media,games_video,operating,14000000
Easy Bill Online,public_relations,closed,100000
Machinima,games_video,operating,49550000
Romotive,hardware,operating,6500000
Liquor.com,web,operating,3100000
As It Is,network_hosting,operating,3000000
Karmaloop,fashion,operating,19000000
Trustpilot,web,operating,18400000
pickrset,games_video,closed,100000
NanoMas Technologies,hardware,operating,3200000
Spree Commerce,ecommerce,operating,1500000
PeerApp,software,operating,22500000
Memento,enterprise,operating,27500000
Geomagic,software,acquired,8000000
SynapSense,network_hosting,operating,43500000
Blueseed,travel,operating,450000
RealSelf,web,operating,1950000
Serena & Lily,ecommerce,operating,26999989
ZeniMax,games_video,operating,585774337
Infoaxe,search,operating,3900000
PatientKeeper,software,operating,86708653
Avantra Biosciences,biotech,closed,8000000
HiGear,automotive,acquired,1300000
BiocroÃƒÂ­,cleantech,operating,1182192
aiHit,analytics,operating,5500000
E Ink,hardware,acquired,52800000
Eurotechnology Japan,consulting,operating,100000
Southern Air,transportation,operating,55000000
Work in Field,transportation,operating,383940
Eyeview,advertising,operating,19350001
Viewbix,social,operating,2000000
Personal Development Bureau,software,operating,38836
PharmiWeb Solutions,web,operating,414041
BringShare,analytics,operating,831931
Aginova,hardware,operating,500000
Caring.com,health,operating,23519998
Brightergy,cleantech,operating,2500000
LuckyCal,web,operating,350000
Worldcast Inc,games_video,operating,200000
Wild Brain,consulting,operating,30000000
Cymbet,hardware,operating,67872327
GeoSentric,mobile,ipo,24100000
Nantero,nanotech,operating,41500000
SkyPilot Networks,mobile,acquired,68400000
Safe Shepherd,web,operating,100000
eSpark,education,operating,5700000
Clearleap,software,operating,40806300
Wysiwyg,consulting,acquired,190000
Six Degrees Group,network_hosting,operating,106392887
Salveo Specialty Pharmacy,biotech,operating,19250000
Quantopian,web,operating,10949999
CorTec,biotech,operating,7122120
TwoChop,games_video,operating,450000
MyMedLeads.com,software,operating,350000
Semetric,analytics,operating,4700000
KIXEYE,games_video,operating,19000000
Sharelook,mobile,operating,30000
IDC Projects,advertising,operating,50000
MakieLab,games_video,operating,1550000
Nginx,software,operating,13000000
Heliospectra,cleantech,operating,4475889
Checkmarx,security,operating,8000000
BasharJobs,consulting,operating,150000
Kiwi Crate,ecommerce,operating,7000000
SiteBrand,software,acquired,477000
Kynetx,software,operating,2000000
CheckInOn.Me,health,operating,70000
KaChing!,mobile,operating,1500000
Datacastle,enterprise,operating,14500000
Appifier,mobile,operating,212000
Azelon Pharmaceuticals,biotech,closed,6922000
Cleave Biosciences,biotech,operating,69476000
RescueTime,web,operating,920000
Rollstream,software,acquired,7500000
Miracor Medical Systems,medical,operating,13500000
galaxyadvisors,network_hosting,operating,600000
PublicEarth,travel,closed,4000000
Imagine Communications,software,acquired,34700000
OvaScience,biotech,operating,83403542
DrEd Online Doctor,web,operating,807069
Apptera,advertising,operating,30240000
Robot App Store,mobile,operating,250000
YelloYello,search,acquired,65850
NewBay,,acquired,9340000
Hireology,analytics,operating,300000
Jildy,social,operating,650000
Phone.com,mobile,operating,2000000
Vello Systems,analytics,operating,25000000
TermSync,enterprise,operating,2873000
NatureWorks,cleantech,operating,150000000
Servhawk,analytics,operating,200000
Isis Biopolymer,biotech,operating,3999006
Taboola,photo_video,operating,40000000
Love With Food,ecommerce,operating,695000
Tequila Mobile,games_video,operating,1700000
77 Pieces,web,closed,650000
eRecycling Corps,cleantech,operating,311453228
RollSale,automotive,operating,150000
ebridge,web,operating,2500000
Saltlick Labs,mobile,operating,15000
foodity,hospitality,operating,706014
Enanta Pharmaceuticals,biotech,ipo,9200000
Candescent SoftBase,software,operating,12200000
Bharat Light and Power Group,cleantech,operating,15350000
eSnips,network_hosting,acquired,5000000
Kuznech,search,operating,1925000
Agradis,biotech,operating,24000000
TongCard Holdings,advertising,operating,1300000
Carnegie Speech,software,operating,13813171
Enevate,cleantech,operating,10000000
BCR Environmental,cleantech,operating,16000000
ascentify,software,operating,539000
Contactually,software,operating,1000000
Wuiper,web,operating,1000000
Netvibes,web,acquired,16000000
Tiberium,software,closed,98064
Kula Causes,nonprofit,operating,3088581
SeamlessDocs (bizodo),enterprise,operating,1510000
Frest Marketing,public_relations,operating,250000
NSFW Corporation,news,acquired,250000
PromoJam,enterprise,operating,1700000
Applied Logic US Inc.,analytics,operating,896566
Twilio,enterprise,operating,103700000
Novan,biotech,operating,20999992
HepatoChem,biotech,operating,430000
Aegis Petroleum Technology,cleantech,operating,4300000
SCIenergy,cleantech,operating,20575424
Behind the Burner,web,closed,500000
proactify.com,ecommerce,operating,7143
iChange,health,acquired,1830000
WARSTUFF,ecommerce,operating,3600
Martini Media Inc,advertising,operating,41290000
Vobi,mobile,operating,1500000
Gera-IT,web,operating,50000
Happy Elements,games_video,operating,30000000
Ecommo,ecommerce,closed,58511
Action Products International,software,operating,10150000
Oasys Water,cleantech,operating,6000000
Ask.com,web,acquired,25000000
Snapdeal,ecommerce,operating,202000000
The Football Social Club,sports,closed,860760
Mambu,software,operating,2000000
"Ecquire, Inc.",enterprise,operating,570000
Devkinetic Designs,web,operating,10000
Valant Medical Solutions,software,operating,2612193
Outline,analytics,operating,892000
NewPace Technology Development,software,operating,834287
Climber.com,web,operating,3000000
Project Playlist,games_video,operating,3000000
Attenex,software,acquired,5000000
Kiosked,software,operating,12650000
Origami Labs,mobile,acquired,5163408
MWI,web,operating,350000
The Huffington Post,news,acquired,37000000
Datto,software,operating,25000000
IDverge,security,closed,125000
StrongView,enterprise,operating,36100000
FeedVisor,ecommerce,operating,1700000
SAGE Therapeutics,biotech,operating,55000000
EcoSense Lighting,cleantech,operating,31572684
THEMA,news,operating,8205600
Hookipa Biotech,biotech,operating,35305200
Sunpreme,cleantech,operating,50000000
Functional Neuromodulation,medical,operating,10400000
NebuAd,advertising,closed,30150000
Tidemark,analytics,operating,41000000
Xendex Holding,games_video,operating,7087770
OmniStrat,software,operating,140000
AppsFunder,mobile,operating,250000
Swivel,search,closed,2000000
Revolution Money,web,acquired,107225000
Wisegate,social,operating,3461000
SoccerFreakz,sports,operating,15000
Arteaus Therapeutics,biotech,operating,30000000
EndoEvolution,medical,operating,8300000
Blowtorch,games_video,closed,50000000
Statesman Travel Group,travel,operating,6716841
Craftsvilla,ecommerce,operating,1500000
Fan Pier,real_estate,operating,50000000
VisionGate,biotech,operating,6949073
Imagen Biotech,biotech,operating,40000000
The Edge in College Prep,education,operating,50000
Double Encore,software,operating,25000
Meddik,health,operating,1500010
NetClarity,nonprofit,operating,1500000
Amadesa,software,closed,12800000
Remitly,mobile,operating,5000000
TwentyFour6,advertising,closed,65000
Prixing,ecommerce,operating,534480
TrustGo,security,acquired,1500000
Wildfire,advertising,operating,3000000
Movirtu,mobile,operating,5500000
LiveSchool,education,operating,1650000
Shakr Media,,operating,1725000
MediaMath,advertising,operating,26876550
GlobalLogic,software,operating,24906813
Onyx Group,network_hosting,operating,66273600
GoChime,advertising,operating,1048500
CallCopy,software,operating,6500000
Dermira,biotech,operating,118237738
Sphere Medical Holding,hardware,operating,45879865
ShelfX,hardware,operating,1600000
Spotie,social,operating,20000
LikeBright,web,operating,640000
Hexagram 49,analytics,operating,3000000
Advise Only,finance,operating,1313100
Sharingforce,advertising,closed,101463
Boundless,education,operating,9700000
Firefly BioWorks,biotech,operating,2620000
Yibailin,software,closed,60000
Ensighten,enterprise,operating,15500000
FlexMinder,health,operating,1570000
Blyk,messaging,operating,107764700
fanatix,web,operating,3000000
Values of n,,acquired,510000
Hubblr,enterprise,operating,100000
Voovio aka 3Ditize,software,operating,3200000
PayrollHero,enterprise,operating,1000000
deja mi INC,photo_video,operating,1910000
Heroic,web,operating,120000
Brandtone,advertising,operating,2573200
Asset Vue LLC.,hardware,operating,200000
Impel NeuroPharma,medical,operating,3470389
OurStage,music,operating,28231937
Novetas Solutions,manufacturing,operating,200000
tymr,social,operating,5000
Real Time Tomography,software,operating,150000
Balakam,search,operating,833000
WeVideo,enterprise,operating,20304200
Trendabl,fashion,operating,1655000
Plumbee,games_video,operating,2800000
Mixgar,music,operating,25000
kooldiner,social,operating,406940
Xeebel,mobile,operating,500000
Dabble,games_video,operating,350000
InCrowd,analytics,operating,2501250
MobileReactor,software,closed,1175000
AWAK,biotech,operating,6000000
apta.me,ecommerce,operating,40000
Kanbox,enterprise,acquired,20000000
Duck Duck Moose,mobile,operating,7000000
Subtext,education,operating,3000000
Equip Outdoor Technologies,fashion,operating,31885859
Actus Digital,news,operating,2000000
SmarTots,advertising,operating,750000
FasterPants,fashion,operating,40000
Conscious Box,ecommerce,operating,400000
Sonatype,software,operating,40900000
Exanet,other,acquired,18000000
Clear Standards,cleantech,acquired,4000000
NERI,biotech,operating,45000000
Essence Group Holdings,health,operating,70000000
GameLayers,web,operating,2000000
Ludei,games_video,operating,3500000
eyeSight Mobile Technologies,software,operating,10900000
SoshiGames,games_video,operating,514665
Cupple,social,operating,15000
Zuberance,advertising,operating,12000000
Tienda Nube,ecommerce,operating,1000000
Mention Mobile,mobile,operating,250000
Storenvy,ecommerce,operating,6525000
Hearsay.it,software,operating,100000
Gizmoz,web,acquired,18100000
Slide,public_relations,acquired,78000000
Collective Media,advertising,operating,86400002
ThingMagic,hardware,acquired,30500000
OptixConnect,social,closed,250000
Anderson Aerospace,manufacturing,operating,250000
AdhereTx,medical,operating,150000
